clave,sitio,clvrha,rha,estado,municipio,cuenca,cuerpoagua,tipo,subtipo,periodo,dbo,c_dbo,dqo,c_dqo,sst,c_sst,coli_fec,c_coli_fec,e_coli,c_e_coli,od,c_od,tox_d_48,c_tox_d_48,tox_v_15,c_tox_v_15,semaforo,contaminantes,cumple_dbo,cumple_dqo,cumple_sst,cumple_coli_fec,cumple_e_coli,cumple_enteroc,cumple_od,cumple_tox,grupo
"OCAVM2763W1","CERRO DE LA ESTRELLA (A) AGUAS ARRIBA","XIII","AGUAS DEL VALLE DE MÉXICO","CIUDAD DE MÉXICO","IZTAPALAPA","CIUDAD DE MÉXICO","AREAS VERDES, INDUSTRIAL, ZONA AGRICOLA Y CHINAMPERA DE XOCHIMILCO Y TLAHUAC","LÓTICO","CANAL","2012-2023","100.21","Contaminada","244.905","Fuertemente contaminada","60","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","14.2","Contaminada","2.14","Toxicidad moderada","18.198","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,OD%S,OD%F,TOX_L,TOX_F,","","","","","","","","","LOTICO"
"OCAVM2764W1","CERRO DE LA ESTRELLA (A) AGUAS ABAJO","XIII","AGUAS DEL VALLE DE MÉXICO","CIUDAD DE MÉXICO","IZTAPALAPA","CIUDAD DE MÉXICO","AREAS VERDES, INDUSTRIAL, ZONA AGRICOLA Y CHINAMPERA DE XOCHIMILCO Y TLAHUAC","LÓTICO","CANAL","2012-2023","8.1549999999999994","Aceptable","37.355000000000004","Aceptable","<25","Excelente","70","Excelente","70","Excelente","51.8","Buena calidad","1.095","Toxicidad baja","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCAVM2766","RIO BUEN AVENTURA","XIII","AGUAS DEL VALLE DE MÉXICO","CIUDAD DE MÉXICO","XOCHIMILCO","XOCHIMILCO","RIO SAN BUENAVENTURA","LÓTICO (HUMEDAL)","RÍO","2012-2023","164.1","Fuertemente contaminada","375.79499999999996","Fuertemente contaminada","126.67","Aceptable","24000","Fuertemente contaminada","230","Fuertemente contaminada","<10","Fuertemente contaminada","4.17","Toxicidad moderada","65.746219592373436","Toxicidad alta","Rojo","DBO,DQO,CF,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCAVM2767","CUARTO DINAMO","XIII","AGUAS DEL VALLE DE MÉXICO","CIUDAD DE MÉXICO","ÁLVARO OBREGÓN","CIUDAD DE MÉXICO","RIO MAGDALENA","LÓTICO","ARROYO","2012-2023","3.1","Buena calidad","16.774999999999999","Buena calidad","<25","Excelente","75","Excelente","80","Excelente","68.099999999999994","Buena calidad","<1","No Toxico","1.42","Toxicidad moderada","Verde","","","","","","","","","","LOTICO"
"OCAVM2771","A.A DE LA PRESA MADIN","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","ATIZAPÁN DE ZARAGOZA","CIUDAD DE MÉXICO","RIO TLANEPANTLA","LÓTICO","ARROYO","2012-2023","5.9","Buena calidad","21.54","Aceptable","<25","Excelente","4600","Contaminada","4600","Contaminada","55.894999999999996","Buena calidad","1.68208578637511","Toxicidad moderada","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCAVM2772","A.A. PRESA MADIN","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","ATIZAPÁN DE ZARAGOZA","CIUDAD DE MÉXICO","RIO TLANEPANTLA","LÓTICO","ARROYO","2012-2023","16.5","Aceptable","53.134999999999998","Contaminada","26","Buena calidad","17500","Fuertemente contaminada","24000","Fuertemente contaminada","47.2","Aceptable","1.3","Toxicidad baja","6.9108500345542501","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCAVM2773","PUENTE DE VIGAS","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","TLALNEPANTLA DE BAZ","CIUDAD DE MÉXICO","RIO DE LOS REMEDIOS","LÓTICO","CANAL","2012-2023","118.12","Contaminada","336.36","Fuertemente contaminada","149","Aceptable","24000","Fuertemente contaminada","24000","Fuertemente contaminada","19.134999999999998","Contaminada","2.36","Toxicidad moderada","38.31","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCAVM2774","SAN LUCAS (PUENTE DE CHALCO)","XIII","AGUAS DEL VALLE DE MÉXICO","MÉXICO","CHALCO","RÍO LA COMPAÑÍA","CHALCO-AMECAAMECA","LÓTICO","DESCARGA MUNICIPAL","2012-2023","94.53","Contaminada","321.03499999999997","Fuertemente contaminada","92","Aceptable","24000","Fuertemente contaminada","24000","Fuertemente contaminada","18.5","Contaminada","7.6335877862595396","Toxicidad alta","64.474999999999994","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCBAL0008RNL22","VADO BRISAS","IV","BALSAS","MORELOS","YECAPIXTLA","RIO AMACUZAC","RIO CUAUTLA","LÓTICO","RIO","2012-2023","29.8","Aceptable","82.05","Contaminada","32","Buena calidad","1375000","Fuertemente contaminada","200000","Fuertemente contaminada","","","","","","","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL0010RNL","SAN PEDRO APATLACO","IV","BALSAS","MORELOS","AYALA","RIO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","","","","","","","","","99315.75","","","","","","","","Amarillo","E_COLI,","","","","","","","","","LOTICO"
"OCBAL0010RNL22","SAN PEDRO APATLACO","IV","BALSAS","MORELOS","AYALA","RIO AMACUZAC","RIO CUAUTLA ","LÓTICO","RÍO","2012-2023","","","27.2","Aceptable","<25","Excelente","1303200","Fuertemente contaminada","3900","Fuertemente contaminada","","","","","","","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL0041RNL","CARCAMO TETLA","IV","BALSAS","MORELOS","HUEYAPAN","RIO AMACUZAC","0","LÓTICO","MANANTIAL","2012-2023","","","","","<25","Excelente","","","40","","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0042RNL","CARCAMO 5 DE MAYO","IV","BALSAS","MORELOS","HUEYAPAN","RIO AMACUZAC","0","LÓTICO","MANANTIAL","2012-2023","","","","","<25","Excelente","","","30","","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0044RNL","BARRANCA OZUMBA","IV","BALSAS","MÉXICO","OZUMBA","RIO AMACUZAC","0","LÓTICO","BARRANCA","2012-2023","909.91","Fuertemente contaminada","1622.54","Fuertemente contaminada","640","Fuertemente contaminada","","","6000","","","","","","","","Rojo","DBO,DQO,SST,E_COLI,","","","","","","","","","LOTICO"
"OCBAL0057RNL","POZA AZUL - LAS ESTACAS","IV","BALSAS","MORELOS","TLALTIZAPÁN DE ZAPATA","RÍO AMACUZAC","ARROYO","LÓTICO","0","2012-2023","","","","","","","","","24","","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0058RNL","ARROYO LAS ESTACAS (ASOLEADERO)","IV","BALSAS","MORELOS","TLALTIZAPÁN DE ZAPATA","RÍO AMACUZAC","ARROYO","LÓTICO","ARROYO LAS ESTACAS","2012-2023","","","","","","","","","7","","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0059RNL","BORBOLLON - LAS ESTACAS","IV","BALSAS","MORELOS","TLALTIZAPÁN DE ZAPATA","RÍO AMACUZAC","ARROYO","LÓTICO","","2012-2023","","","","","","","","","24","","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0060RNL","ARROYO LAS ESTACAS - SALIDA","IV","BALSAS","MORELOS","TLALTIZAPÁN DE ZAPATA","RÍO AMACUZAC","ARROYO","LÓTICO","ARROYO LAS ESTACAS","2012-2023","","","","","","","","","17","","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0061RNL","ALBERCA REDONDA","IV","BALSAS","MORELOS","TLALTIZAPÁN DE ZAPATA","RÍO AMACUZAC","ARROYO","LÓTICO","","2012-2023","","","","","","","","","40","","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0062RNL","ARROYO LAS ESTACAS DESPUES PTAR","IV","BALSAS","MORELOS","TLALTIZAPÁN DE ZAPATA","RÍO AMACUZAC","ARROYO","LÓTICO","ARROYO LAS ESTACAS","2012-2023","","","","","","","","","9","","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0078RNL","SITIO 1 AEROPUERTO","IV","BALSAS","TLAXCALA","ATLANGATEPEC","RÍO ATOYAC","0","LÓTICO","DESCARGA","2012-2023","","","","","","","120000","Fuertemente contaminada","","Fuertemente contaminada","","","","","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL0079RNL","COMPUERTA 1","IV","BALSAS","TLAXCALA","ATLANGATEPEC","RÍO ATOYAC","0","LÓTICO","DESCARGA","2012-2023","","","","","","","23000","Fuertemente contaminada","","Fuertemente contaminada","","","","","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL0080RNL","COMPUERTA 2","IV","BALSAS","TLAXCALA","ATLANGATEPEC","RÍO ATOYAC","0","LÓTICO","DESCARGA","2012-2023","","","","","","","24000","Fuertemente contaminada","","Fuertemente contaminada","","","","","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL0081RNL","STA CLARA OZUMBA","IV","BALSAS","TLAXCALA","ATLANGATEPEC","RÍO ATOYAC","0","LÓTICO","DESCARGA","2012-2023","","","","","","","23","Excelente","","Excelente","","","","","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCBAL0082RNL","SAN LUIS","IV","BALSAS","TLAXCALA","ATLANGATEPEC","RÍO ATOYAC","0","LÓTICO","DESCARGA","2012-2023","","","","","","","2400","Contaminada","","Contaminada","","","","","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL008RNL","VADO BRISAS","IV","BALSAS","MORELOS","YECAPIXTLA","RIO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","","","","","","","","","985.75","","","","","","","","Amarillo","E_COLI,","","","","","","","","","LOTICO"
"OCBAL0208RNL","MANANTIAL AGUA HEDIONDA","IV","BALSAS","MORELOS","CUAUTLA","RIO AMACUZAC","MANANTIAL AGUA HEDIONDA","LÓTICO","MANANTIAL","2012-2023","<3","Excelente","27.2","Aceptable","<25","Excelente","930","Aceptable","210","Aceptable","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL0209RNL","SALIDA BALNEARIO AGUA HEDIONDA","IV","BALSAS","MORELOS","CUAUTLA","RÍO AMACUZAC","MANANTIAL AGUA HEDIONDA","LÓTICO","MANANTIAL","2012-2023","<3","Excelente","27.2","Aceptable","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","","","","","","","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL0210RNL","MANANTIAL ALBERCAS PRIVADAS","IV","BALSAS","MORELOS","CUAUTLA","RÍO AMACUZAC","MANANTIAL AGUA HEDIONDA","LÓTICO","MANANTIAL","2012-2023","<3","Excelente","27.2","Aceptable","<25","Excelente","15","Excelente","4","Excelente","","","","","","","Verde","","","","","","","","","","LOTICO"
"OCBAL2777","R1 RIO APATLACO  ABAJO  CHALCHIHUAPAN","IV","BALSAS","MORELOS","CUERNAVACA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","<3","Excelente","10.7","Buena calidad","<25","Excelente","150","Buena calidad","30","Buena calidad","92.15","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCBAL2779","R5B RIO APATLACO ANTES ARROYO CHAPULTEPEC","IV","BALSAS","MORELOS","CUERNAVACA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.7","Buena calidad","34.53","Aceptable","<25","Excelente","24000","Fuertemente contaminada","280","Fuertemente contaminada","84.4","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2780","R5C RIO APATLACO DESPUES ARROYO CHAPULTEPEC","IV","BALSAS","MORELOS","TEMIXCO","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.9","Buena calidad","27.59","Aceptable","<25","Excelente","24000","Fuertemente contaminada","11000","Fuertemente contaminada","89.050000000000011","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2781","R13 RIO APATLACO ANTES 9-DERIVADORA","IV","BALSAS","MORELOS","JOJUTLA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.21","Buena calidad","28.34","Aceptable","<25","Excelente","24000","Fuertemente contaminada","2341","Fuertemente contaminada","97.949999999999989","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2782","RIO APATLACO ARRIBA PTAR EL RAYO","IV","BALSAS","MORELOS","TEMIXCO","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","3.75","Buena calidad","25.17","Aceptable","<25","Excelente","24000","Fuertemente contaminada","14164.5","Fuertemente contaminada","85.1","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2783","RIO APATLACO ABAJO PTAR EL RAYO","IV","BALSAS","MORELOS","TEMIXCO","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","4.3499999999999996","Buena calidad","25.54","Aceptable","<25","Excelente","24000","Fuertemente contaminada","17231","Fuertemente contaminada","91.199999999999989","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2784","BARRANCA PUENTE BLANCO ZAPATA","IV","BALSAS","MORELOS","EMILIANO ZAPATA","RÍO AMACUZAC","RIO APATLACO","LÓTICO","RÍO","2012-2023","19.414999999999999","Aceptable","113.97","Contaminada","52.75","Buena calidad","24000","Fuertemente contaminada","3616.5","Fuertemente contaminada","51.55","Buena calidad","1.1305822498586799","Toxicidad baja","10.255358424776899","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCBAL2786","B. GACHUPINA-LAS FUENTES","IV","BALSAS","MORELOS","JIUTEPEC","RÍO AMACUZAC","RIO YAUTEPEC - BARRANCA GACHUPINA","LÓTICO","RÍO","2012-2023","60.2","Contaminada","145.92000000000002","Contaminada","27","Buena calidad","24000","Fuertemente contaminada","121.5","Fuertemente contaminada","42.099999999999994","Aceptable","2.02","Toxicidad moderada","33.388981636060102","Toxicidad alta","Rojo","DBO,DQO,CF,TOX_L,","","","","","","","","","LOTICO"
"OCBAL2787","R2 RIO APATLACO ANTES DESCARGA MUNICIPAL TETELA","IV","BALSAS","MORELOS","CUERNAVACA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","<3","Excelente","14.66","Buena calidad","<25","Excelente","2909","Contaminada","110","Contaminada","93.4","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2789","ECCACIV, S.A. DE C.V. (AGUAS ARRIBA)","IV","BALSAS","MORELOS","JIUTEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO","DESCARGA","2012-2023","19.28","Aceptable","77.41","Contaminada","<25","Excelente","24000","Fuertemente contaminada","4600","Fuertemente contaminada","65.5","Buena calidad","5.5","Toxicidad alta","3.4843205574912899","Toxicidad moderada","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCBAL2790","ECCACIV, S.A. DE C.V. (AGUAS ABAJO)","IV","BALSAS","MORELOS","JIUTEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO","DESCARGA","2012-2023","25.85","Aceptable","132.41500000000002","Contaminada","62.664999999999999","Buena calidad","24000","Fuertemente contaminada","4600","Fuertemente contaminada","84.9","Excelente","2.13","Toxicidad moderada","8.26","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCBAL2794","R6 RIO APATLACO  AGUAS  ABAJO  2   DERIVADORA","IV","BALSAS","MORELOS","TEMIXCO","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.9","Buena calidad","33.96","Aceptable","<25","Excelente","24000","Fuertemente contaminada","2400","Fuertemente contaminada","90.5","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2795","BARRANCA APANQUETZALCO","IV","BALSAS","MORELOS","YAUTEPEC","RÍO AMACUZAC","RIO  YAUTEPEC","LÓTICO","RÍO","2012-2023","42.005000000000003","Contaminada","144.72","Contaminada","60","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","53.984999999999999","Buena calidad","3.134796238244514","Toxicidad moderada","10.55","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCBAL2796","RIO YAUTEPEC - CENTRO","IV","BALSAS","MORELOS","YAUTEPEC","RÍO AMACUZAC","RIO YAUTEPEC","LÓTICO","RÍO","2012-2023","3.6500000000000004","Buena calidad","25.57","Aceptable","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","70.819999999999993","Excelente","1.254","Toxicidad baja","1.9","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2797","R3-B RIO APATLACO ANTES CARCAMO DE SAN ANTON","IV","BALSAS","MORELOS","CUERNAVACA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","6.3","Aceptable","26.634999999999998","Aceptable","<25","Excelente","24000","Fuertemente contaminada","11000","Fuertemente contaminada","89.6","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2799","RIO CUAUTLA - YECAPIXTLA","IV","BALSAS","MORELOS","YECAPIXTLA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","21.299999999999997","Aceptable","65.03","Contaminada","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","63.8","Buena calidad","1.0469999999999999","Toxicidad baja","<1","No Toxico","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2800","BARRANCA SANTA MARIA","IV","BALSAS","MORELOS","YECAPIXTLA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","14.1","Aceptable","56.625","Contaminada","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","59.400000000000006","Buena calidad","<1","No Toxico","3.6630036630036602","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2801","BURLINGTON YECAPIXTLA, S.A. DE C.V. (AGUAS ARRIBA)","IV","BALSAS","MORELOS","YECAPIXTLA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","DESCARGA","2012-2023","6.06","Aceptable","33.979999999999997","Aceptable","<25","Excelente","695","Aceptable","750","Aceptable","55.05","Buena calidad","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCBAL2802","BURLINGTON YECAPIXTLA, S.A. DE C.V. (AGUAS ABAJO)","IV","BALSAS","MORELOS","YECAPIXTLA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","DESCARGA","2012-2023","12.36","Aceptable","72.14","Contaminada","<25","Excelente","335","Aceptable","390","Aceptable","61.9","Buena calidad","2.1","Toxicidad moderada","<1","No Toxico","Rojo","DQO,","","","","","","","","","LOTICO"
"OCBAL2803","RIO CUAUTLA ARRIBA PTAR CUAUTLA","IV","BALSAS","MORELOS","CUAUTLA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","4.8499999999999996","Buena calidad","22.93","Aceptable","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","78.650000000000006","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2804M1","RIO CUAUTLA ABAJO PTAR CUAUTLA","IV","BALSAS","MORELOS","AYALA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","9.8099999999999987","Aceptable","42.24","Contaminada","28","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","66.05","Buena calidad","1.0720000000000001","Toxicidad baja","4.9925112331502701","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2805","ARROYO POZA HONDA ARRIBA R. APLATACO","IV","BALSAS","MORELOS","ZACATEPEC","RÍO AMACUZAC","ARROYO POZA HONDA","LÓTICO","RÍO","2012-2023","11","Aceptable","44.6","Contaminada","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","70","Buena calidad","<1","No Toxico","3.27868852459016","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2805M1","BARRANCA EL HOSPITAL","IV","BALSAS","MORELOS","AYALA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","11.04","Aceptable","34.44","Aceptable","28","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","31.65","Aceptable","1.2110000000000001","Toxicidad baja","4.75","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2806","RIO CUAUTLA - AYALA","IV","BALSAS","MORELOS","AYALA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","10.1","Aceptable","39.36","Aceptable","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","52.9","Buena calidad","1.069","Toxicidad baja","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2807","R3-C RIO APATLACO DESPUES DEL CARCAMO DE SAN ANTON","IV","BALSAS","MORELOS","CUERNAVACA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","6.45","Aceptable","31.575000000000003","Aceptable","<25","Excelente","24000","Fuertemente contaminada","6550","Fuertemente contaminada","91.300000000000011","Excelente","1.397","Toxicidad moderada","2.19","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2808","RIO CUAUTLA-PAPAYOS","IV","BALSAS","MORELOS","AYALA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","7.17","Aceptable","28.56","Aceptable","36","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","63.63","Buena calidad","2.0449897750511199","Toxicidad moderada","4.8543689320388301","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2811","RIO CUAUTLA - SAN VICENTE","IV","BALSAS","MORELOS","AYALA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","4.8599999999999994","Buena calidad","26.88","Aceptable","45","Buena calidad","11000","Fuertemente contaminada","11000","Fuertemente contaminada","67.150000000000006","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2812","RIO CUAUTLA -  CHINAMECA","IV","BALSAS","MORELOS","AYALA","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","4.74","Buena calidad","27.55","Aceptable","34","Buena calidad","3500","Contaminada","4600","Contaminada","68.599999999999994","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2813","PUENTE TEMIXCO","IV","BALSAS","MORELOS","TEMIXCO","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","6.1","Aceptable","26.26","Aceptable","<25","Excelente","24000","Fuertemente contaminada","4600","Fuertemente contaminada","85.9","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2814","RIO YAUTEPEC- TLAQUILTENANGO","IV","BALSAS","MORELOS","TLAQUILTENANGO","RÍO AMACUZAC","RIO YAUTEPEC","LÓTICO","RÍO","2012-2023","<3","Excelente","15.825000000000001","Buena calidad","38.75","Buena calidad","24000","Fuertemente contaminada","1415","Fuertemente contaminada","95.7","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2815","RIO CUAUTLA-TLAQUITENANGO","IV","BALSAS","MORELOS","TLAQUILTENANGO","RÍO AMACUZAC","RIO CUAUTLA","LÓTICO","RÍO","2012-2023","<3","Excelente","33.24","Aceptable","<25","Excelente","2400","Contaminada","97","Contaminada","114.8","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2816","RIO YAUTEPEC-PEDRO AMARO","IV","BALSAS","MORELOS","JOJUTLA","RÍO AMACUZAC","RIO YAUTEPEC","LÓTICO","RÍO","2012-2023","<3","Excelente","18.690000000000001","Buena calidad","54","Buena calidad","24000","Fuertemente contaminada","2444.5","Fuertemente contaminada","97.35","Excelente","1.1100000000000001","Toxicidad baja","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2817","RIO APATLACO-TLATENCHI","IV","BALSAS","MORELOS","JOJUTLA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","4.21","Buena calidad","26.41","Aceptable","<25","Excelente","24000","Fuertemente contaminada","4611","Fuertemente contaminada","91.6","Excelente","1.05","Toxicidad baja","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2818","RIO YAUTEPEC ABAJO PTAR JOJUTLA","IV","BALSAS","MORELOS","JOJUTLA","RÍO AMACUZAC","RIO YAUTEPEC","LÓTICO","RÍO","2012-2023","4.5","Buena calidad","31.32","Aceptable","50.88","Buena calidad","24000","Fuertemente contaminada","2400","Fuertemente contaminada","86.2","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2820","APATLACO ABAJO PTAR ZACATEPEC","IV","BALSAS","MORELOS","JOJUTLA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","<3","Excelente","23.954999999999998","Aceptable","<25","Excelente","24000","Fuertemente contaminada","2400","Fuertemente contaminada","89.75","Excelente","<1","No Toxico","3.09","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2821","R12C RIO APATLACO DESPUES BARRANCA POZA HONDA","IV","BALSAS","MORELOS","ZACATEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.5549999999999997","Buena calidad","20.32","Aceptable","26","Buena calidad","24000","Fuertemente contaminada","10731","Fuertemente contaminada","84.4","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2822","R12 RIO APATLACO ANTES DESCARGA  TETELPA","IV","BALSAS","MORELOS","ZACATEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","<3","Excelente","13.565000000000001","Buena calidad","<25","Excelente","10731","Fuertemente contaminada","1694.5","Fuertemente contaminada","105.05","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
